Code,Title,Question Body,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Level,Difficulty Level,,answer 1 value,answer 1 score,answer 2 value,answer 2 score,answer 3 value,answer 3 score,answer 4 value,answer 4 score,,Parameter 1 type,Parameter 1 asset,Parameter 1 count,Parameter 2 type,Parameter 2 asset,Parameter 2 count,Parameter 3 type,Parameter 3 asset,Parameter 3 count,Parameter 4 type,Parameter 4 asset,Parameter 4 count,,Related micro-concepts,Related micro-concepts,Related micro-concepts
q_sub_q1129,Subtraction,ˆÇ©ˆÇ¬-ˆÇ¤ˆÇ_,1,1,No,,2,,,15,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1130,Subtraction,ˆÇ©ˆÇ»-ˆÇ¤ˆÇø,1,1,No,,2,,,15,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1131,Subtraction,ˆÇ»ˆÇ¤-ˆÇ¤ˆÇ©,1,1,No,,2,,,28,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1132,Subtraction,ˆÇ»ˆÇ¤-ˆÇ¤ˆÇÇ,1,1,No,,2,,,26,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1133,Subtraction,ˆÇ»ˆÇ©-ˆÇ¬ˆÇø,1,1,No,,2,,,14,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1134,Subtraction,ˆÇ»ˆÇÇ-ˆÇ¤ˆÇ_,1,1,No,,2,,,28,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1135,Subtraction,ˆÇ»ˆÇÇ-ˆÇ¤ˆÇ¨,1,1,No,,2,,,27,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1136,Subtraction,ˆÇ»ˆÇÇ-ˆÇ¬ˆÇ_,1,1,No,,2,,,18,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1137,Subtraction,ˆÇ»ˆÇÂ-ˆÇ¤ˆÇ_,1,1,No,,2,,,29,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1138,Subtraction,ˆÇ»ˆÇÂ-ˆÇ¬ˆÇø,1,1,No,,2,,,17,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1139,Subtraction,ˆÇ»ˆÇ_-ˆÇ¬ˆÇ¨,1,1,No,,2,,,19,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1140,Subtraction,ˆÇ»ˆÇ_-ˆÇ¬ˆÇø,1,1,No,,2,,,18,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1141,Subtraction,ˆÇÇˆÇ¤-ˆÇ©ˆÇÇ,1,1,No,,2,,,16,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1142,Subtraction,ˆÇÇˆÇ¬-ˆÇ¤ˆÇ»,1,1,No,,2,,,38,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1143,Subtraction,ˆÇÇˆÇ©-ˆÇ¬ˆÇ»,1,1,No,,2,,,29,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1144,Subtraction,ˆÇÇˆÇÂ-ˆÇ©ˆÇ_,1,1,No,,2,,,19,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1145,Subtraction,ˆÇÂˆÇ©-ˆÇ¬ˆÇ_,1,1,No,,2,,,36,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1146,Subtraction,ˆÇÂˆÇ©-ˆÇ©ˆÇø,1,1,No,,2,,,24,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1147,Subtraction,ˆÇÂˆÇ©-ˆÇ»ˆÇ»,1,1,No,,2,,,19,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1148,Subtraction,ˆÇÂˆÇ»-ˆÇ»ˆÇ¨,1,1,No,,2,,,16,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1149,Subtraction,ˆÇÂˆÇÂ-ˆÇ»ˆÇ¨,1,1,No,,2,,,18,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1150,Subtraction,ˆÇÂˆÇ¨-ˆÇ»ˆÇø,1,1,No,,2,,,19,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1151,Subtraction,ˆÇ_ˆÇ¤-ˆÇ©ˆÇÇ,1,1,No,,2,,,36,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1152,Subtraction,ˆÇ_ˆÇ©-ˆÇ©ˆÇÂ,1,1,No,,2,,,37,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1153,Subtraction,ˆÇ_ˆÇ»-ˆÇÇˆÇ_,1,1,No,,2,,,17,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1154,Subtraction,ˆÇ¨ˆÇ»-ˆÇ©ˆÇÇ,1,1,No,,2,,,49,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1155,Subtraction,ˆÇ¨ˆÇ»-ˆÇ»ˆÇø,1,1,No,,2,,,35,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1156,Subtraction,ˆÇ¨ˆÇ»-ˆÇÇˆÇ_,1,1,No,,2,,,27,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1157,Subtraction,ˆÇøˆÇ¬-ˆÇ»ˆÇ¨,1,1,No,,2,,,44,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1158,Subtraction,ˆÇøˆÇ¬-ˆÇ_ˆÇÂ,1,1,No,,2,,,16,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1159,Subtraction,ˆ_©ˆ_¤-ˆ_¤ˆ_©,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1160,Subtraction,ˆ_©ˆ_¤-ˆ_¤ˆ_¨,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1161,Subtraction,ˆ_©ˆ_¬-ˆ_¤ˆ__,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1162,Subtraction,ˆ_©ˆ_»-ˆ_¤ˆ_ø,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1163,Subtraction,ˆ_»ˆ_¤-ˆ_¤ˆ_©,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1164,Subtraction,ˆ_»ˆ_¤-ˆ_¤ˆ_Ç,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1165,Subtraction,ˆ_»ˆ_©-ˆ_¬ˆ_ø,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1166,Subtraction,ˆ_»ˆ_Ç-ˆ_¤ˆ__,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1167,Subtraction,ˆ_»ˆ_Ç-ˆ_¤ˆ_¨,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1168,Subtraction,ˆ_»ˆ_Ç-ˆ_¬ˆ__,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1169,Subtraction,ˆ_»ˆ_Â-ˆ_¤ˆ__,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1170,Subtraction,ˆ_»ˆ_Â-ˆ_¬ˆ_ø,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1171,Subtraction,ˆ_»ˆ__-ˆ_¬ˆ_¨,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1172,Subtraction,ˆ_»ˆ__-ˆ_¬ˆ_ø,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1173,Subtraction,ˆ_Çˆ_¤-ˆ_©ˆ_Ç,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1174,Subtraction,ˆ_Çˆ_¬-ˆ_¤ˆ_»,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1175,Subtraction,ˆ_Çˆ_©-ˆ_¬ˆ_»,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1176,Subtraction,ˆ_Çˆ_Â-ˆ_©ˆ__,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1177,Subtraction,ˆ_Âˆ_©-ˆ_¬ˆ__,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1178,Subtraction,ˆ_Âˆ_©-ˆ_©ˆ_ø,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1179,Subtraction,ˆ_Âˆ_©-ˆ_»ˆ_»,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1180,Subtraction,ˆ_Âˆ_»-ˆ_»ˆ_¨,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1181,Subtraction,ˆ_Âˆ_Â-ˆ_»ˆ_¨,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1182,Subtraction,ˆ_Âˆ_¨-ˆ_»ˆ_ø,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1183,Subtraction,ˆ__ˆ_¤-ˆ_©ˆ_Ç,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1184,Subtraction,ˆ__ˆ_©-ˆ_©ˆ_Â,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1185,Subtraction,ˆ__ˆ_»-ˆ_Çˆ__,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1186,Subtraction,ˆ_¨ˆ_»-ˆ_©ˆ_Ç,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1187,Subtraction,ˆ_¨ˆ_»-ˆ_»ˆ_ø,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1188,Subtraction,ˆ_¨ˆ_»-ˆ_Çˆ__,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1189,Subtraction,ˆ_øˆ_¤-ˆ__ˆ_Â,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_sub_q1190,Subtraction,ˆ_øˆ_¬-ˆ_»ˆ_¨,1,1,No,,2,,,Actual answer,,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1100,Division,517Ìá4,1,1,No,,5,,,"Q-129, R- 1",,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1101,Division,519Ìá4,1,1,No,,5,,,"Q- 129 ,  R- 3",,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1102,Division,658Ìá4,1,1,No,,5,,,"Q-164  ,  R- 2",,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1103,Division,659Ìá4,1,1,No,,5,,,"Q-164  ,  R- 3",,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1104,Division,757Ìá6,1,1,No,,5,,,"Q-126  ,  R- 1",,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1105,Division,758Ìá6,1,1,No,,5,,,"Q-126  ,  R- 2",,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1106,Division,769Ìá6,1,1,No,,5,,,"Q-128  ,  R- 1",,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1107,Division,824Ìá6,1,1,No,,5,,,"Q- 137 ,  R- 2",,,,,,,,,,,,,,,,,,,,,,"M92 - Two digit numbers, addition upto 99 (grouping)",,
q_div_q1108,Division,865Ìá7,1,1,No,,5,,,"Q-123  ,  R- 4",,,,,,,,,,,,,,,,,,,,,, ,,
q_div_q1109,Division,879Ìá7,1,1,No,,5,,,"Q- 125 ,  R- 4",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1110,Division,898Ìá7,1,1,No,,5,,,"Q- 128 ,  R- 2",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1111,Division,928Ìá7,1,1,No,,5,,,"Q- 132 ,  R- 4",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1112,Division,946Ìá8,1,1,No,,5,,,"Q-118  ,  R- 2",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1113,Division,985Ìá8,1,1,No,,5,,,"Q- 123 ,  R- 1",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1114,Division,987Ìá8,1,1,No,,5,,,"Q- 123 ,  R- 3",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1115,Division,993Ìá8,1,1,No,,5,,,"Q- 124 ,  R- 1",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1116,Division,ˆ´Çˆ´¤ˆ´©Ìáˆ´»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1117,Division,ˆ´Çˆ´¤ˆ´_Ìáˆ´»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1118,Division,ˆ´Âˆ´Çˆ´¨Ìáˆ´»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1119,Division,ˆ´Âˆ´Çˆ´øÌáˆ´»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1120,Division,ˆ´_ˆ´Çˆ´_Ìáˆ´Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1121,Division,ˆ´_ˆ´Çˆ´¨Ìáˆ´Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1122,Division,ˆ´_ˆ´Âˆ´øÌáˆ´Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1123,Division,ˆ´¨ˆ´¬ˆ´»Ìáˆ´Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1124,Division,ˆ´¨ˆ´Âˆ´ÇÌáˆ´_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1125,Division,ˆ´¨ˆ´_ˆ´øÌáˆ´_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1126,Division,ˆ´¨ˆ´øˆ´¨Ìáˆ´_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1127,Division,ˆ´øˆ´¬ˆ´¨Ìáˆ´_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1128,Division,ˆ´øˆ´»ˆ´ÂÌáˆ´¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1129,Division,ˆ´øˆ´¨ˆ´ÇÌáˆ´¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1130,Division,ˆ´øˆ´¨ˆ´_Ìáˆ´¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1131,Division,ˆ´øˆ´øˆ´©Ìáˆ´¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1132,Division,ˆ¤Çˆ¤¤ˆ¤_Ìáˆ¤»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1133,Division,ˆ¤Çˆ¤¤ˆ¤øÌáˆ¤»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1134,Division,ˆ¤Âˆ¤Çˆ¤¨Ìáˆ¤»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1135,Division,ˆ¤Âˆ¤Çˆ¤øÌáˆ¤»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1136,Division,ˆ¤_ˆ¤Çˆ¤_Ìáˆ¤Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1137,Division,ˆ¤_ˆ¤Çˆ¤¨Ìáˆ¤Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1138,Division,ˆ¤_ˆ¤Âˆ¤øÌáˆ¤Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1139,Division,ˆ¤¨ˆ¤¬ˆ¤»Ìáˆ¤_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1140,Division,ˆ¤¨ˆ¤Âˆ¤ÇÌáˆ¤_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1141,Division,ˆ¤¨ˆ¤_ˆ¤øÌáˆ¤Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1142,Division,ˆ¤¨ˆ¤øˆ¤¨Ìáˆ¤_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1143,Division,ˆ¤øˆ¤¬ˆ¤¨Ìáˆ¤_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1144,Division,ˆ¤øˆ¤»ˆ¤ÂÌáˆ¤¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1145,Division,ˆ¤øˆ¤¨ˆ¤ÇÌáˆ¤¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1146,Division,ˆ¤øˆ¤¨ˆ¤_Ìáˆ¤¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1147,Division,ˆ¤øˆ¤øˆ¤©Ìáˆ¤¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1148,Division,ˆÇÇˆÇ¤ˆÇ_ÌáˆÇ»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1149,Division,ˆÇÇˆÇ¤ˆÇøÌáˆÇ»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1150,Division,ˆÇÂˆÇÇˆÇ¨ÌáˆÇ»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1151,Division,ˆÇÂˆÇÇˆÇøÌáˆÇ»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1152,Division,ˆÇ_ˆÇÇˆÇ_ÌáˆÇÂ,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1153,Division,ˆÇ_ˆÇÇˆÇ¨ÌáˆÇÂ,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1154,Division,ˆÇ_ˆÇÂˆÇøÌáˆÇÂ,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1155,Division,ˆÇ¨ˆÇ¬ˆÇ»ÌáˆÇÂ,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1156,Division,ˆÇ¨ˆÇÂˆÇÇÌáˆÇ_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1157,Division,ˆÇ¨ˆÇ_ˆÇøÌáˆÇ_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1158,Division,ˆÇ¨ˆÇøˆÇ¨ÌáˆÇ_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1159,Division,ˆÇøˆÇ¬ˆÇ¨ÌáˆÇ_,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1160,Division,ˆÇøˆÇ»ˆÇÂÌáˆÇ¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1161,Division,ˆÇøˆÇ¨ˆÇÇÌáˆÇ¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1162,Division,ˆÇøˆÇ¨ˆÇ_ÌáˆÇ¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1163,Division,ˆÇøˆÇøˆÇ©ÌáˆÇ¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1164,Division,ˆ_Çˆ_¤ˆ__Ìáˆ_»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1165,Division,ˆ_Çˆ_¤ˆ_øÌáˆ_»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1166,Division,ˆ_Âˆ_Çˆ_øÌáˆ_»,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1167,Division,ˆ__ˆ_Çˆ__Ìáˆ_Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1168,Division,ˆ__ˆ_Âˆ_øÌáˆ_Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1169,Division,ˆ_¨ˆ_¬ˆ_»Ìáˆ_Â,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1170,Division,ˆ_¨ˆ_¬ˆ_¨Ìáˆ__,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1171,Division,ˆ_¨ˆ__ˆ_øÌáˆ__,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1172,Division,ˆ_¨ˆ_øˆ_¨Ìáˆ__,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1173,Division,ˆ_øˆ_»ˆ_ÂÌáˆ_¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1174,Division,ˆ_øˆ_¨ˆ_ÇÌáˆ_¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
q_div_q1175,Division,ˆ_øˆ_¨ˆ__Ìáˆ_¨,1,1,No,,5,,,"Q-  ,  R- ",,,,,,,,,,,,,,,,,,,,,,,,
