Code,Title,Question Body,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Level,Difficulty Level,Options 1 type,Options 1 asset,Options 1 score,Options 2 type,Options 2 asset,Options 2 score,Options 3 type,Options 3 asset,Options 3 score,Options 4 type,Options 4 asset,Options 4 score,Related micro-concepts,Related micro-concepts,Related micro-concepts
q_w_q1191,Read the word,ö__ö«ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1192,Read the word,ö_„ö__ö_çö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1193,Read the word,ö_„ö_Ëö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1194,Read the word,ö_„ö«ö_Áö«ˆ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1195,Read the word,ö__ö__ö«†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1196,Read the word,ö__ö_Ëö_¬ö_ôö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1197,Read the word,ö__ö«‰ö_Âö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1198,Read the word,ö__ö«ëö_´ö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1199,Read the word,ö__ö«ëö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1200,Read the word,ö_ìö«‰ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1201,Read the word,ö_ö__ö_çö«‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1202,Read the word,ö_ö«†ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1203,Read the word,ö_ôö«†ö_Èö__ö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1204,Read the word,ö_ôö«†ö_Èö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1205,Read the word,ö__ö__ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1206,Read the word,ö__ö«‰ö_È,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1207,Read the word,ö__ö«ˆö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1208,Read the word,ö__ö«†ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1209,Read the word,ö__ö_Ëö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1210,Read the word,ö__ö_Ëö_µö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1211,Read the word,ö__ö«‰ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1212,Read the word,ö__ö«ˆö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1213,Read the word,ö__ö«ˆö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1214,Read the word,ö__ö«ö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1215,Read the word,ö_Âö__ö«óö_‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1216,Read the word,ö_Âö__ö_´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1217,Read the word,ö_Èö__ö_‰ö_„,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1218,Read the word,ö_Èö__ö__ö_Ÿ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1219,Read the word,ö_Èö__ö_¢ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1220,Read the word,ö_Èö__ö_Âö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1221,Read the word,ö_Èö«óö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1222,Read the word,ö_Èö«šö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1223,Read the word,ö_Èö«šö_Ÿö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1224,Read the word,ö_‚ö«ö_„ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1225,Read the word,ö_‚ö«ˆö_Áö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1226,Read the word,ö_åö_çö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1227,Read the word,ö_åö_Ÿ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1228,Read the word,ö_åö«‰ö_¢ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1229,Read the word,ö_åö«†ö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1230,Read the word,ö_¬ö«ö__ö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1231,Read the word,ö_¬ö«šö_Âö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1232,Read the word,ö_¬ö«†ö__ö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1233,Read the word,ö_¬ö«†ö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1234,Read the word,ö_¬ö«ëö_´ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1235,Read the word,ö_¬ö«ëö_ì,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1236,Read the word,ö_Áö«†ö_ìö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1237,Read the word,ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1238,Read the word,ö__ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1239,Read the word,ö_µö_Ëö_¬ö__ö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1240,Read the word,ö_µö«ˆö_çö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1241,Read the word,ö__ö_Ëö_µö__ö«ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1242,Read the word,ö_Ÿö_¬ö_Áö«ö_ˆ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1243,Read the word,ö_Ÿö«ˆö_å,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1244,Read the word,ö_Ÿö«šö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1245,Read the word,ö_Ÿö«†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1246,Read the word,ö__ö__ö«‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1425,Read the word,öÁƒöÁÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1426,Read the word,öÁÊöÁ´ö±,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1427,Read the word,öÁÊöÁô,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1428,Read the word,öÁšöÁç,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1429,Read the word,öÁšöÁ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1430,Read the word,öÁ_öÁç,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1431,Read the word,öÁÍöÁ‰öÁô,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1432,Read the word,öÁñöÁôö±,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1433,Read the word,öÁ´öÁ‰öÁ´öÁË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1434,Read the word,öÁ´öÁ_öÁ´öÁË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1435,Read the word,öÁ´ö±‰öÁÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1436,Read the word,öÁ„öÁ‰öÁô,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1437,Read the word,öÁ„öÁç,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1438,Read the word,öÁ„öÁ_öÁ_öÁË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1439,Read the word,öÁ„ö±ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1440,Read the word,öÁ_ö±óöÁ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1441,Read the word,öÁìöÁ_öÁ_ö±ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1442,Read the word,öÁìö±óöÁçöÁË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1443,Read the word,öÁ_öÁ‰öÁç,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1444,Read the word,öÁ_ö±†öÁ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1445,Read the word,öÁÂö±ÊöÁ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1446,Read the word,öÁÂö±ˆöÁ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1447,Read the word,öÁÈöÁ_öÁ¬ö±,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1448,Read the word,öÁÈö±‰öÁ_ö±,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1449,Read the word,öÁÈö±ˆöÁÁö±,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1450,Read the word,öÁ‚öÁ_öÁ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1451,Read the word,öÁåöÁ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1452,Read the word,öÁåöÁçöÁË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1453,Read the word,öÁåöÁ_öÁåö±,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1454,Read the word,öÁ¬ö±ˆ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1455,Read the word,öÁÁö±‰öÁÈöÁ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1456,Read the word,öÁµö±óöÁ£,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1457,Read the word,öÁ_öÁ‰öÁ_öÁ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1458,Read the word,öÁŸö±‰öÁ_öÁË,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1459,Read the word,ö_ƒö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1460,Read the word,ö_ñö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1461,Read the word,ö_´ö_Èö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1462,Read the word,ö_´ö__ö_Ê,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1463,Read the word,ö_´ö__ö_„ö_Ê,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1464,Read the word,ö_´ö_Ëö_µö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1465,Read the word,ö_´ö__ö_ç,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1466,Read the word,ö_„ö_Áö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1467,Read the word,ö__ö__ö_ôö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1468,Read the word,ö__ö_çö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1469,Read the word,ö_ìö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1470,Read the word,ö__ö_†ö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1471,Read the word,ö__ö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1472,Read the word,ö__ö__ö_Áö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1473,Read the word,ö__ö_óö_È,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1474,Read the word,ö__ö_‰ö_Áö_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1475,Read the word,ö__ö_ˆö_µ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1476,Read the word,ö__ö_†ö_£ö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1477,Read the word,ö_Âö__ö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1478,Read the word,ö_Âö__ö_Áö_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1479,Read the word,ö_Âö_óö_Áö_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
