Code,Title,,,,,Template,Template ID,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Grade,Difficulty Level,Keywords,Options 1 asset,Options 1 answer,Options 2 asset,Options 2 answer,Options 3 asset,Options 3 answer,Options 4 asset,Options 4 answer
ek.n.ib.s.ssnb.bp3.5,घटाव,5 − 3 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"subtraction, subtract, difference",5,No,3,No,2,Yes,8,No
ek.n.ib.s.ssnb.bp4.1,घटाव,9 − 3 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"subtraction, subtract, difference",12,No,9,No,7,No,6,Yes
ek.n.ib.s.ssnb.bp4.2,घटाव,9 − 7 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"subtraction, subtract, difference",16,No,9,No,4,No,2,Yes
ek.n.ib.s.ssnb.bp4.3,घटाव,8 − 6 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"subtraction, subtract, difference",14,No,8,No,3,No,2,Yes
ek.n.ib.s.ssnb.bp4.4,घटाव,4 − 2 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"subtraction, subtract, difference",6,No,4,No,3,No,2,Yes
ek.n.ib.s.ssnb.bp4.5,घटाव,8 − 3 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"subtraction, subtract, difference",11,No,8,No,6,No,5,Yes
ek.n.ib.s.ddnb.bp1.1,घटाव,25 − 11 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",14,Yes,36,No,13,No,69,No
ek.n.ib.s.ddnb.bp1.2,घटाव,56 − 30 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",26,Yes,86,No,22,No,66,No
ek.n.ib.s.ddnb.bp1.3,घटाव,83 − 42 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",41,Yes,125,No,42,No,37,No
ek.n.ib.s.ddnb.bp1.4,घटाव,49 − 34 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",15,Yes,83,No,19,No,79,No
ek.n.ib.s.ddnb.bp1.5,घटाव,54 − 33 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",21,Yes,87,No,26,No,97,No
ek.n.ib.s.ddnb.bp2.1,घटाव,77 − 43 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",42,No,34,Yes,120,No,29,No
ek.n.ib.s.ddnb.bp2.2,घटाव,89 − 58 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",93,No,31,Yes,147,No,30,No
ek.n.ib.s.ddnb.bp2.3,घटाव,28 − 12 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",56,No,16,Yes,40,No,15,No
ek.n.ib.s.ddnb.bp2.4,घटाव,25 − 14 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",81,No,11,Yes,39,No,8,No
ek.n.ib.s.ddnb.bp2.5,घटाव,43 − 21 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,EASY,"subtraction, subtract, difference",15,No,22,Yes,64,No,26,No
ek.n.ib.s.ddnb.bp3.1,घटाव,77 − 20 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",61,No,52,No,57,Yes,97,No
ek.n.ib.s.ddnb.bp3.2,घटाव,89 − 74 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",13,No,42,No,15,Yes,163,No
ek.n.ib.s.ddnb.bp3.3,घटाव,52 − 20 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",28,No,99,No,32,Yes,72,No
ek.n.ib.s.ddnb.bp3.4,घटाव,71 − 50 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",22,No,20,No,21,Yes,121,No
ek.n.ib.s.ddnb.bp3.5,घटाव,23 − 12 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",12,No,93,No,11,Yes,35,No
ek.n.ib.s.ddnb.bp4.1,घटाव,98 − 15 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",113,No,80,No,56,No,83,Yes
ek.n.ib.s.ddnb.bp4.2,घटाव,48 − 14 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",62,No,33,No,8,No,34,Yes
ek.n.ib.s.ddnb.bp4.3,घटाव,36 − 13 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",49,No,25,No,86,No,23,Yes
ek.n.ib.s.ddnb.bp4.4,घटाव,92 − 21 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",113,No,70,No,69,No,71,Yes
ek.n.ib.s.ddnb.bp4.5,घटाव,25 − 13 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",38,No,7,No,67,No,12,Yes
ek.n.ib.s.ddb.bp1.1,घटाव,44 − 18 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",26,Yes,36,No,34,No,58,No
ek.n.ib.s.ddb.bp1.2,घटाव,45 − 16 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",29,Yes,39,No,31,No,42,No
ek.n.ib.s.ddb.bp1.3,घटाव,83 − 77 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",6,Yes,16,No,14,No,5,No
ek.n.ib.s.ddb.bp1.4,घटाव,78 − 19 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",59,Yes,69,No,61,No,47,No
ek.n.ib.s.ddb.bp1.5,घटाव,34 − 16 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",18,Yes,28,No,22,No,81,No
ek.n.ib.s.ddb.bp2.1,घटाव,82 − 27 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",28,No,55,Yes,65,No,65,No
ek.n.ib.s.ddb.bp2.2,घटाव,22 − 13 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",79,No,9,Yes,19,No,11,No
ek.n.ib.s.ddb.bp2.3,घटाव,76 − 18 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",86,No,58,Yes,68,No,62,No
ek.n.ib.s.ddb.bp2.4,घटाव,28 − 19 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",27,No,9,Yes,19,No,11,No
ek.n.ib.s.ddb.bp2.5,घटाव,93 − 19 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"subtraction, subtract, difference",58,No,74,Yes,84,No,86,No
ek.n.ib.s.ddb.bp3.1,घटाव,25 − 18 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",13,No,48,No,7,Yes,17,No
ek.n.ib.s.ddb.bp3.2,घटाव,51 − 49 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",18,No,20,No,2,Yes,12,No
ek.n.ib.s.ddb.bp3.3,घटाव,45 − 28 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",23,No,6,No,17,Yes,27,No
ek.n.ib.s.ddb.bp3.4,घटाव,77 − 38 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",41,No,80,No,39,Yes,49,No
ek.n.ib.s.ddb.bp3.5,घटाव,27 − 18 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",11,No,95,No,9,Yes,19,No
ek.n.ib.s.ddb.bp4.1,घटाव,71 − 44 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",37,No,33,No,32,No,27,Yes
ek.n.ib.s.ddb.bp4.2,घटाव,72 − 63 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",19,No,11,No,14,No,9,Yes
ek.n.ib.s.ddb.bp4.3,घटाव,56 − 19 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",47,No,43,No,27,No,37,Yes
ek.n.ib.s.ddb.bp4.4,घटाव,44 − 25 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",29,No,21,No,17,No,19,Yes
ek.n.ib.s.ddb.bp4.5,घटाव,42 − 24 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"subtraction, subtract, difference",28,No,22,No,65,No,18,Yes
ek.n.ib.m.ss.bp1.1,गुणन,9 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",9,Yes,10,No,18,No,0,No
ek.n.ib.m.ss.bp1.2,गुणन,5 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",40,Yes,13,No,45,No,35,No
ek.n.ib.m.ss.bp1.3,गुणन,5 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",15,Yes,8,No,20,No,10,No
ek.n.ib.m.ss.bp1.4,गुणन,4 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",8,Yes,6,No,12,No,4,No
ek.n.ib.m.ss.bp1.5,गुणन,2 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",6,Yes,5,No,8,No,4,No
ek.n.ib.m.ss.bp2.1,गुणन,4 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",24,No,28,Yes,11,No,32,No
ek.n.ib.m.ss.bp2.2,गुणन,8 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",24,No,32,Yes,12,No,40,No
ek.n.ib.m.ss.bp2.3,गुणन,3 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",9,No,12,Yes,7,No,15,No
ek.n.ib.m.ss.bp2.4,गुणन,5 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",15,No,20,Yes,9,No,25,No
ek.n.ib.m.ss.bp2.5,गुणन,6 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,DIFFICULT,"multiplication, multiply, product",18,No,24,Yes,10,No,30,No
ek.n.ib.m.ss.bp3.1,गुणन,4 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",24,No,16,No,20,Yes,9,No
ek.n.ib.m.ss.bp3.2,गुणन,3 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",24,No,18,No,21,Yes,10,No
ek.n.ib.m.ss.bp3.3,गुणन,1 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",1,No,8,No,9,Yes,10,No
ek.n.ib.m.ss.bp3.4,गुणन,5 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",10,No,0,No,5,Yes,6,No
ek.n.ib.m.ss.bp3.5,गुणन,8 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",16,No,0,No,8,Yes,9,No
ek.n.ib.m.ss.bp4.1,गुणन,6 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",13,No,48,No,36,No,42,Yes
ek.n.ib.m.ss.bp4.2,गुणन,8 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",12,No,40,No,24,No,32,Yes
ek.n.ib.m.ss.bp4.3,गुणन,5 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",7,No,15,No,5,No,10,Yes
ek.n.ib.m.ss.bp4.4,गुणन,7 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",11,No,35,No,21,No,28,Yes
ek.n.ib.m.ss.bp4.5,गुणन,3 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 2,MEDIUM,"multiplication, multiply, product",9,No,21,No,15,No,18,Yes
ek.n.ib.d.ss.bp1.1,विभाजन,16 ÷ 8 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",2,Yes,24,No,8,No,1,No
ek.n.ib.d.ss.bp1.2,विभाजन,35 ÷ 5 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",7,Yes,40,No,30,No,3,No
ek.n.ib.d.ss.bp1.3,विभाजन,54 ÷ 9 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",6,Yes,63,No,45,No,3,No
ek.n.ib.d.ss.bp1.4,विभाजन,30 ÷ 6 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",5,Yes,36,No,24,No,1,No
ek.n.ib.d.ss.bp1.5,विभाजन,21 ÷ 7 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",3,Yes,28,No,14,No,1,No
ek.n.ib.d.ss.bp2.1,विभाजन,63 ÷ 7 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",2,No,9,Yes,70,No,56,No
ek.n.ib.d.ss.bp2.2,विभाजन,48 ÷ 6 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",3,No,8,Yes,54,No,42,No
ek.n.ib.d.ss.bp2.3,विभाजन,6 ÷ 3 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",1,No,2,Yes,9,No,3,No
ek.n.ib.d.ss.bp2.4,विभाजन,45 ÷ 9 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",7,No,5,Yes,54,No,36,No
ek.n.ib.d.ss.bp2.5,विभाजन,54 ÷ 9 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",1,No,6,Yes,63,No,45,No
ek.n.ib.d.ss.bp3.1,विभाजन,36 ÷ 9 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",27,No,2,No,4,Yes,45,No
ek.n.ib.d.ss.bp3.2,विभाजन,3 ÷ 1 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",2,No,5,No,3,Yes,4,No
ek.n.ib.d.ss.bp3.3,विभाजन,5 ÷ 5 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",0,No,7,No,1,Yes,10,No
ek.n.ib.d.ss.bp3.4,विभाजन,12 ÷ 6 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",6,No,7,No,2,Yes,18,No
ek.n.ib.d.ss.bp3.5,विभाजन,42 ÷ 7 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",35,No,7,No,6,Yes,49,No
ek.n.ib.d.ss.bp4.1,विभाजन,81 ÷ 9 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",90,No,72,No,5,No,9,Yes
ek.n.ib.d.ss.bp4.2,विभाजन,5 ÷ 1 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",6,No,4,No,3,No,5,Yes
ek.n.ib.d.ss.bp4.3,विभाजन,12 ÷ 3 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",15,No,9,No,1,No,4,Yes
ek.n.ib.d.ss.bp4.4,विभाजन,10 ÷ 5 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",15,No,5,No,8,No,2,Yes
ek.n.ib.d.ss.bp4.5,विभाजन,36 ÷ 4 = ?,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 3,MEDIUM,"division, divide",40,No,32,No,6,No,9,Yes
ek.n.ib.nb.s.bp1.1,गिनती,4 अौर 6 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",5,Yes,3,No,7,No,4,No
ek.n.ib.nb.s.bp1.2,गिनती,7 अौर 9 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",8,Yes,6,No,10,No,3,No
ek.n.ib.nb.s.bp1.3,गिनती,7 अौर 9 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",8,Yes,6,No,10,No,9,No
ek.n.ib.nb.s.bp1.4,गिनती,1 अौर 3 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",2,Yes,0,No,4,No,5,No
ek.n.ib.nb.s.bp1.5,गिनती,5 अौर 7 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",6,Yes,4,No,8,No,5,No
ek.n.ib.nb.s.bp2.1,गिनती,1 अौर 3 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",8,No,2,Yes,0,No,4,No
ek.n.ib.nb.s.bp2.2,गिनती,2 अौर 4 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",10,No,3,Yes,1,No,5,No
ek.n.ib.nb.s.bp2.3,गिनती,6 अौर 8 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",8,No,7,Yes,5,No,9,No
ek.n.ib.nb.s.bp2.4,गिनती,2 अौर 4 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",10,No,3,Yes,1,No,5,No
ek.n.ib.nb.s.bp2.5,गिनती,1 अौर 3 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",9,No,2,Yes,0,No,4,No
ek.n.ib.nb.s.bp3.1,गिनती,6 अौर 8 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",9,No,4,No,7,Yes,5,No
ek.n.ib.nb.s.bp3.2,गिनती,6 अौर 8 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",9,No,3,No,7,Yes,5,No
ek.n.ib.nb.s.bp3.3,गिनती,5 अौर 7 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",8,No,2,No,6,Yes,4,No
ek.n.ib.nb.s.bp3.4,गिनती,7 अौर 9 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",10,No,2,No,8,Yes,6,No
ek.n.ib.nb.s.bp3.5,गिनती,3 अौर 5 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",6,No,7,No,4,Yes,2,No
ek.n.ib.nb.s.bp4.1,गिनती,1 अौर 3 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",0,No,4,No,6,No,2,Yes
ek.n.ib.nb.s.bp4.2,गिनती,3 अौर 5 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",2,No,6,No,7,No,4,Yes
ek.n.ib.nb.s.bp4.3,गिनती,6 अौर 8 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",5,No,9,No,3,No,7,Yes
ek.n.ib.nb.s.bp4.4,गिनती,2 अौर 4 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",1,No,5,No,2,No,3,Yes
ek.n.ib.nb.s.bp4.5,गिनती,3 अौर 5 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",2,No,6,No,1,No,4,Yes
ek.n.ib.nb.d.bp1.1,गिनती,71 अौर 73 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",72,Yes,70,No,74,No,29,No
ek.n.ib.nb.d.bp1.2,गिनती,97 अौर 99 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",98,Yes,96,No,100,No,61,No
ek.n.ib.nb.d.bp1.3,गिनती,73 अौर 75 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",74,Yes,72,No,76,No,93,No
ek.n.ib.nb.d.bp1.4,गिनती,14 अौर 16 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",15,Yes,13,No,17,No,44,No
